Variable / Field Name,Form Name,Section Header,Field type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
daily_ast_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,AST/SGOT Unit,"if([lab_hosp_ast_dly]='-99', '', if([lab_hosp_ast_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
meds_hosp_24h_cs_inh,baselineinitial_drug_tx,Other medications administered within 24 hours of hospital arrival,yesno,Inhaled steroids,,"<u>List of inhaled steroids</u>:<ul><li>Fluticasone (Flovent, Arnuity)<li>Budesonide (Pulmincort)<li>Mometasone (Asmanex)<li>Beclomethasone (QVAR)<li>Flunisolide (QVAR)<li>Ciclesonide (Aerobid)<li>Triamcinolone (Azmacort)</ul><br>Includes only steroids inhaled into lungs, <u><i>not</u></i>nasal steroids inhalers/sprays ",,,,,"((([meds_hosp_24h_cs_yn] = ""1"") OR [meds_hosp_24h_cs_inh]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
daily_bun_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Urea (BUN) available?,"if([lab_hosp_bun_dly]='-99', '0', if([lab_hosp_bun_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_bun_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Urea (BUN) Unit,"if([lab_hosp_bun_dly]='-99', '', if([lab_hosp_bun_dly]<>'', '9', ''))",,,,,,,y,,,,, @HIDDEN
meds_hosp_24h_cs_iv,baselineinitial_drug_tx,Other medications administered within 24 hours of hospital arrival,yesno,IV steroids,,"IV methylprednisolone, IV dexamethaosone, IV hydrocortisone",,,,,"((([meds_hosp_24h_cs_yn] = ""1"") OR [meds_hosp_24h_cs_iv]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
daily_lactate_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Lactate available?,"if([lab_hosp_lactate_dly]='-99', '0', if([lab_hosp_lactate_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_lactate_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Lactate Unit,"if([lab_hosp_lactate_dly]='-99', '', if([lab_hosp_lactate_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_creat_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Creatinine available?,"if([lab_hosp_cr_dly]='-99', '0', if([lab_hosp_cr_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_creat_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Creatinine Unit,"if([lab_hosp_cr_dly]='-99', '', if([lab_hosp_cr_dly]<>'', '9', ''))",,,,,,,y,,,,, @HIDDEN
meds_hosp_24h_cs_mp,baselineinitial_drug_tx,Other medications administered within 24 hours of hospital arrival,text,"Total methylprednisolone (Solumedrol, Medrol) administered (in mg) during 24h period",,Enter dose in mg. Combine IV and PO doses. Enter 0 if this medication not given.,integer,0,2000,,"((([meds_hosp_24h_cs_iv] = ""1"" OR [meds_hosp_24h_cs_po] = ""1"") OR [meds_hosp_24h_cs_mp]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
daily_sodium_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Sodium available? ,"if([lab_hosp_k_dly]='-99', '0', if([lab_hosp_k_dly]<>'', '3', ''))",,,,,,,y,,,,, @HIDDEN
daily_potassium_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Potassium available?,"if([lab_hosp_k_dly]='-99', '0', if([lab_hosp_k_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_potassium_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Potassium Unit,"if([lab_hosp_k_dly]='-99', '', if([lab_hosp_k_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_procal_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Procalcitonin on available?,"if([lab_hosp_pct_dly]='-99', '0', if([lab_hosp_pct_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_procal_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Procalcitonin Unit,"if([lab_hosp_pct_dly]='-99', '', if([lab_hosp_pct_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_crp_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,CRP available?,"if([lab_hosp_crp_dly]='-99', '0', if([lab_hosp_crp_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_crp_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,CRP Unit,"if([lab_hosp_crp_dly]='-99', '', if([lab_hosp_crp_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_ldh_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,LDH available?,"if([lab_hosp_ldh_dly]='-99', '0', if([lab_hosp_ldh_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_ldh_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,LDH Unit,"if([lab_hosp_ldh_dly]='-99', '', if([lab_hosp_ldh_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_crekin_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Creatine kinase available?,"if([lab_hosp_ck_dly]='-99', '0', if([lab_hosp_ck_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_crekin_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Creatine kinase Unit,"if([lab_hosp_ck_dly]='-99', '', if([lab_hosp_ck_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_troponin_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Troponin available?,"if([lab_hosp_trop_dly]='-99', '0', if([lab_hosp_trop_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_troponin_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Troponin Unit,"if([lab_hosp_trop_dly]='-99', '', if([lab_hosp_trop_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_esr_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,ESR available?,"if([date_dly]='', '', '3')",,,,,,,y,,,,, @HIDDEN
daily_ddimer_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,D-dimer available?,"if([lab_hosp_ddimer_dly]='-99', '0', if([lab_hosp_ddimer_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_ddimer_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,D-dimer Unit,"if([lab_hosp_ddimer_dly]='-99', '', if([lab_hosp_ddimer_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_ferritin_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Ferritin available?,"if([lab_hosp_ferritin_dly]='-99', '0', if([lab_hosp_ferritin_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_ferritin_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Ferritin Unit,"if([lab_hosp_ferritin_dly]='-99', '', if([lab_hosp_ferritin_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_il6_lbyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,IL-6  available?,"if([lab_hosp_il6_dly]='-99', '0', if([lab_hosp_il6_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_il6_lborresu,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,IL-6 Unit,"if([lab_hosp_il6_dly]='-99', '', if([lab_hosp_il6_dly]<>'', '1', ''))",,,,,,,y,,,,, @HIDDEN
daily_oral_fluids_cmyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Oral/orogastric fluids?,"if([date_dly]='', '', '3')",,,,,,,y,,,,, @HIDDEN
daily_iv_fluids_cmyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Intravenous fluids?,"if([date_dly]='', '', '3')",,,,,,,y,,,,, @HIDDEN
daily_antifung_cmyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Antifungal agent?,"if([date_dly]='', '', '3')",,,,,,,y,,,,, @HIDDEN
daily_antimal_cmyn,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,Antimalarial agent?,"if([date_dly]='', '', '3')",,,,,,,y,,,,, @HIDDEN
daily_oxygen_cmtrt,dailyassessment,Variables auto-calculated or defaulted for ISARIC mapping,calc,"Oxygen therapy - if Yes, Source of oxygen","if([date_dly]='', '', '1')",,,,,,,y,,,,, @HIDDEN
meds_hosp_24h_cs_plone,baselineinitial_drug_tx,Other medications administered within 24 hours of hospital arrival,text,Total prednisolone administered (in mg) during 24h period,,Enter dose in mg. Combine IV and PO doses. Enter 0 if this medication not given.,integer,0,100,,"((([meds_hosp_24h_cs_iv] = ""1"" OR [meds_hosp_24h_cs_po] = ""1"") OR [meds_hosp_24h_cs_plone]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_24h_cs_po,baselineinitial_drug_tx,Other medications administered within 24 hours of hospital arrival,yesno,Oral/enteric steroids,,"Prednisone, PO dexamethasone, PO methylprednisolone, PO prednisolone, PO hydrocortisone",,,,,"((([meds_hosp_24h_cs_yn] = ""1"") OR [meds_hosp_24h_cs_po]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_24h_cs_pred,baselineinitial_drug_tx,Other medications administered within 24 hours of hospital arrival,text,Total prednisone administered (in mg) during 24h period,,Enter dose in mg. Combine IV and PO doses. Enter 0 if this medication not given.,integer,0,1000,,"((([meds_hosp_24h_cs_iv] = ""1"" OR [meds_hosp_24h_cs_po] = ""1"") OR [meds_hosp_24h_cs_pred]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_24h_cs_yn,baselineinitial_drug_tx,Other medications administered within 24 hours of hospital arrival,yesno,"Any steroids (oral, IV, or inhaled)",,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_24h_exp,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,yesno,Was a medication given as part of a research trial?,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
meds_hosp_24h_exp_specb,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,text,"For blinded studies, list the treatment assignment possibilities/options.",,"<b>Separate treatment arms for the study with a forward slash.</b><ul><li>List all possible assignments (ex. ""azithromycin/hydroxychlorquine"")<li>List placebo as a possible assignment if applicable (ex. ""hydroxychloroquine/placebo"" for ORCHID)<li>Enter ""Unknown"" if one or more possible assignments is unknown (ex. ""Aspirin/Unknown"")",,,,,((([meds_hosp_24h_exp_blind] = '2' OR [meds_hosp_24h_exp_blind] = '3') OR [meds_hosp_24h_exp_specb]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1'))),y,,,,,
meds_hosp_24h_exp_specu,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,text,"For unblinded/open-label studies, list the treatment assignment patient received.",,"Enter drug patient is known to have received (ex. ""Hydroxychloroquine""). Enter ""Unknown"" if study drug not known.<br><br><b>Note:</b> If drug was hydroxychloroquine, chloroquine, or azithromycin, respond ""Yes"" to appropriate question below.",,,,,((([meds_hosp_24h_exp_blind] = '1' OR [meds_hosp_24h_exp_blind] = '3' OR [meds_hosp_24h_exp_blind] = '9') OR [meds_hosp_24h_exp_specu]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1'))),y,,,,,
meds_hosp_24h_fluids_iv,baselineinitial_drug_tx,IV fluids,yesno,Received >2L IV fluids  within first 24 hours of hospital arrival?,,"Includes crystalloids fluids (NS, LR, Plasmalyte), albumin, hetastarch<br><br>Does <u>not</u>include hypotonic fluids (e.g. D5W, 1/2 NS), blood products, medications",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
meds_hosp_24h_hcq,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,yesno,Hydroxychloroquine (plaquenil),,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_24h_lytic,baselineinitial_drug_tx,Anticoagulants,yesno,"Fibrinolytic (""lytic"") therapy",,"<u>Includes</u>:<ul><li>Alteplase (AKA ""tPA"" or ""tissue plasminogen activator"")<li>Streptokinase<li>Urokinase<br><br>Exclude doses used just for management of clotted catheters (e.g. ≤8 mg of tPA)",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_24h_nsaid,baselineinitial_drug_tx,Other medications administered within 24 hours of hospital arrival,yesno,NSAIDs (non-steroidal anti-inflammatory drugs),,"<u>List of NSAIDs</u>:<ul>Aspirin<li>Ibuprofen (Advil, Motrin)<li>Naproxen (Aleve, Naprosyn)<li>Diclofenac (Voltaren)<li>Indomethacin (Indocin)<li>Ketorolac (Toradol)<li>Piroxican (Feldene)<li>Celecoxib (Celebrex)KetoprofenOxaprozinNabumetoneSulindac",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_24h_other_oth,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,text,List other medication(s) given to treat acute illness,,"Separate multiple medications with commas. <br>Do <u>not</u> include medications for chronic illnesses, complications of acute illness (e.g. amiodarone for arrhythmia, heparin for cardiac ischemia or DVT), and hospital supportive care (e.g. nebulizers, sedatives, DVT prophylaxis)",,,,,"((([meds_hosp_24h_other(99)]=""1"") OR [meds_hosp_24h_other_oth]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
ventck_mode_dly,dailyvent,Ventilator check data,radio,Ventilator mode,"0, Not receiving invasive mechanical ventilation | 1, Volume control | 2, PRVC/VC+ | 3, Pressure control | 4, Pressure support | 5, CPAP| 6, APRV | 9, Other",,,,,,"((([enroll_coral]=""1"" AND [elig_eval_coral] = '2') OR [ventck_mode_dly]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [ventck_mode_dly]<> '')))",y,,,,,
meds_hosp_24h_otherabx,baselineinitial_drug_tx,Antibiotics,yesno,Antibiotics other than azithromycin,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_24h_remdesivir,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,yesno,Remdesivir,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),Y,RH,,,,
meds_hosp_24h_toci,baselineinitial_drug_tx,Participation in drug research trial during first 24 hours after hospital arrival,yesno,Tocilizumab (Actemra),,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_24h_vteppx,baselineinitial_drug_tx,Anticoagulants,yesno,Prophylactic anticoagulation,,"<u><i>Prophylactic</i> anticoagulants</u>:<ul><li><i>Subcutaneous</i> heparin <li>Enoxaparin (Lovenox)  ≤40 mg daily or ≤30 mg twice daily<li>Dalteparin (Fragmin) ≤5000 units daily<li>Fondaparinux (Arixtra) ≤2.5 mg daily</ul>Used to reduce the risk of DVT and PE. May be referred to as ""DVT prophylaxis"" or ""DVT chemophylaxis.""",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_abx_dly,dailyassessment,Antibiotics,yesno,Antibiotics other than azithromycin,,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_abx_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
meds_hosp_acei_dly,dailyassessment,Other medications administered on calendar day,yesno,ACE inhibitors,,"<u>List of ACE inhibitors</u>:<ul><li>Benazapril (Lotensin)<li>Captopril (Captoten)<li>Enalopril (Vasotec)<li>Fosinopril (Monopril)<li>Lisinopril (Prinivil, Zestril)<li>Moexipril (Univasc)<li>Perindopril (Aceon)<li>Quinapril (Accupril)<li>Ramipril (Altace)<li>Trandolapril (Mavik)",,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_acei_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
meds_hosp_anticoag_dly,dailyassessment,Anticoagulants,yesno,Therapeutic anticoagulation,,"<u><i>Therapeutic</i> anticoagulants</u>:<ul><li>IV heparin (continuous infusion)<li>Low molecular weight heparin (LMWH):<ul><li>Enoxaparin (Lovenox) ≥40 mg twice daily); <li>Dalteparin (Fragmin) >5000 units total per day</ul><li>Fondaparinux (Arixtra) ≥5 mg/day<li>Warfarin (Coumadin)<li>Direct oral anticoagulants:<ul><li>Rivaroxaban (Xarelto)<li>Dabigatran (Pradaxa)<li>Apixaban (Eliquis)<li>Exodaban (Savaysa)</ul><li>Bivalruidin<li>Argatroban</ul><b>Does <u>not</u> include low-dose, prophylactic treatment with:</b><ul><li><i>Subcutaneous</i> heparin <li>Enoxaparin (Lovenox)  ≤40 mg daily or ≤30 mg twice daily<li>Dalteparin (Fragmin) ≤5000 units daily<li>Fondaparinux (Arixtra) ≤2.5 mg daily",,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_anticoag_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
meds_hosp_arb_dly,dailyassessment,Other medications administered on calendar day,yesno,Angiotensin receptor blockers (ARBs),,<u>List of angiotensin receptor blockers (ARBs)</u>:<ul><li>Azilsartan (Edarbi)<li>Candesartan (Atacand)<li>Eprosartan (Teveten)<li>Irbesartan (Avapro)<li>Telmisartan (Micardis)<li>Valsartan (Diovan)<li>Losartan (Cozaar)<li>Olmesartan (Benicar),,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_arb_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
meds_hosp_azithro_dly,dailyassessment,Antibiotics,yesno,Azithromycin,,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_azithro_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
meds_hosp_cs_dex_dly,dailyassessment,Other medications administered on calendar day,text,Total dexamethasone (Decadron) administered (in mg) during 24h period,,Enter dose in mg. Combine IV and PO doses. Enter 0 if this medication not given.,integer,0,100,,"((([meds_hosp_cs_iv_dly] = ""1"" OR [meds_hosp_cs_po_dly] = ""1"") OR [meds_hosp_cs_dex_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_cs_hct_dly,dailyassessment,Other medications administered on calendar day,text,Total hydrocortisone administered (in mg) during 24h period,,Enter dose in mg. Combine IV and PO doses. Enter 0 if this medication not given.,integer,0,1000,,"((([meds_hosp_cs_iv_dly] = ""1"" OR [meds_hosp_cs_po_dly] = ""1"") OR [meds_hosp_cs_hct_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_cs_inh_dly,dailyassessment,Other medications administered on calendar day,yesno,Inhaled steroids,,"<u>List of inhaled steroids</u>:<ul><li>Fluticasone (Flovent, Arnuity)<li>Budesonide (Pulmincort)<li>Mometasone (Asmanex)<li>Beclomethasone (QVAR)<li>Flunisolide (QVAR)<li>Ciclesonide (Aerobid)<li>Triamcinolone (Azmacort)</ul><br>Includes only steroids inhaled into lungs, <u><i>not</u></i>nasal steroids inhalers/sprays ",,,,,"((([meds_hosp_cs_yn_dly] = ""1"") OR [meds_hosp_cs_inh_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_cs_iv_dly,dailyassessment,Other medications administered on calendar day,yesno,IV steroids,,"IV methylprednisolone, IV dexamethaosone, IV hydrocortisone",,,,,"((([meds_hosp_cs_yn_dly] = ""1"") OR [meds_hosp_cs_iv_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_cs_mp_dly,dailyassessment,Other medications administered on calendar day,text,"Total methylprednisolone (Solumedrol, Medrol) administered (in mg) during 24h period",,Enter dose in mg. Combine IV and PO doses. Enter 0 if this medication not given.,integer,0,2000,,"((([meds_hosp_cs_iv_dly] = ""1"" OR [meds_hosp_cs_po_dly] = ""1"") OR [meds_hosp_cs_mp_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_cs_plone_dly,dailyassessment,Other medications administered on calendar day,text,Total prednisolone administered (in mg) during 24h period,,Enter dose in mg. Combine IV and PO doses. Enter 0 if this medication not given.,integer,0,100,,"((([meds_hosp_cs_iv_dly] = ""1"" OR [meds_hosp_cs_po_dly] = ""1"") OR [meds_hosp_cs_plone_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_cs_po_dly,dailyassessment,Other medications administered on calendar day,yesno,Oral/enteric steroids,,"Prednisone, PO dexamethasone, PO solumedrol, PO prednisolone, PO hydrocortisone",,,,,"((([meds_hosp_cs_yn_dly] = ""1"") OR [meds_hosp_cs_po_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_cs_pred_dly,dailyassessment,Other medications administered on calendar day,text,Total prednisone administered (in mg) during 24h period,,Enter dose in mg. Combine IV and PO doses. Enter 0 if this medication not given.,integer,0,1000,,"((([meds_hosp_cs_iv_dly] = ""1"" OR [meds_hosp_cs_po_dly] = ""1"") OR [meds_hosp_cs_pred_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_cs_yn_dly,dailyassessment,Other medications administered on calendar day,yesno,"Any steroids (oral, IV, or inhaled)",,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_cs_yn_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
dispo,summativeoutcomes,"Hospital outcomes. Obtain data from review of discharge summary. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",radio,Hospital disposition at discharge,"0, Died | 8, Palliative discharge/hospice (any destination)|1, Discharge to home | 2, Discharge to home with home services | 3, Discharge to nursing home | 4, Discharge to LTACH | 5, Discharge to rehab | 6, Transfer to another acute care facility | 7, Transfer to inpatient psychiatric facility | 9, Other | 99, Still in hospital","Aside from death, palliative discharge trumps other disposition statuses. For instance, a patient discharged on home hospice should be recorded as ""palliative discharge"" rather the ""discharge home with services"" <br><br>If patient is transferred within your hospital system, enter the discharge disposition from the final hospital",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
meds_hosp_diuretic_dly,dailyassessment,Other medications administered on calendar day,yesno,Diuretics,,<u>List of diuretics</u>:<ul><li>Furosemide (Lasix)<li>Torsemide (Demadex)<li>Metolazone<li>Chlorothiazide (Diuril)<li>Bumetanide (Bumex)<li>Ethacrynic acid,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_diuretic_dly]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [meds_hosp_diuretic_dly]<> '')))",y,RH,,,,
meds_hosp_hcq_dly,dailyassessment,Ventilator check data on calendar day closest to 8 am,yesno,Hydroxychloroquine (plaquenil),,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_hcq_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
meds_hosp_lytic_dly,dailyassessment,Anticoagulants,yesno,"Fibrinolytic (""lytic"") therapy",,"<u>Includes</u>:<ul><li>Alteplase (AKA ""tPA"" or ""tissue plasminogen activator"")<li>Streptokinase<li>Urokinase<br><br>Exclude doses used just for management of clotted catheters (e.g. ≤8 mg of tPA)",,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_lytic_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
dispo_death_cause,summativeoutcomes,"Hospital outcomes. Obtain data from review of discharge summary. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",radio,Cause of death,"1, Primary respiratory failure|2, Cardiogenic shock|3, Septic shock|4, Arrhythmia|5, Multiorgan failure|8, Other|9, Unknown",,,,,,"((([dispo]= ""0"" OR [dispo_late_death_yn] = ""1"") OR [dispo_death_cause]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_nsaid_dly,dailyassessment,Other medications administered on calendar day,yesno,NSAIDs (non-steroidal anti-inflammatory drugs),,"<u>List of NSAIDs</u>:<ul><li>Ibuprofen (Advil, Motrin)<li>Naproxen (Aleve, Naprosyn)<li>Diclofenac (Voltaren)<li>Indomethacin (Indocin)<li>Ketorolac (Toradol)<li>Piroxican (Feldene)<li>Celecoxib (Celebrex)KetoprofenOxaprozinNabumetoneSulindac",,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_nsaid_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
dispo_death_autopsy,summativeoutcomes,"Hospital outcomes. Obtain data from review of discharge summary. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",radio,Was an autopsy performed?,"1, Yes | 0, No|9, Unknown",,,,,,"((([dispo]= ""0"" OR [dispo_late_death_yn] = ""1"") OR [dispo_death_autopsy]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [dispo_death_autopsy]<> '')))",y,,,,,
dispo_txlimit_yn,summativeoutcomes,"Care limitations. Obtain data from review of discharge, interim, and transfer summaries.",radio,Were there any limitations of life-sustaining therapy at the time of death?,"1, Yes | 0, No|9, Unknown",,,,,,"((([dispo]= ""0"") OR [dispo_txlimit_yn]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [dispo_txlimit_yn]<> '')))",y,,,,,
dispo_txlimit_icu,summativeoutcomes,"Care limitations. Obtain data from review of discharge, interim, and transfer summaries.",checkbox,Limitation on ICU transfer? Reason(s)?,"0, No limitations|1, Limitation due to patient goals|2, Limitation due to hospital policy|3, Limitation due to MD decision (outside of crisis management)|8, Limitation for other reason|9, Limitation, reason unknown","Select either ""none"" or all reaons that apply",,,,,"([dispo_txlimit_yn] = ""1"") AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1')))",y,,,,," @NONEOFTHEABOVE = ""0, 9"""
